0.374685, 0.742233, 0.1, 0.5, 10, 256, 160, 1
0.270546, 0.944827, 0.1, 0.5, 10, 256, 160, 1
0.290405, 0.659096, 0.1, 0.5, 10, 256, 160, 1
0.168096, 0.614252, 0.1, 0.5, 10, 256, 160, 1
0.390987, 0.688034, 0.1, 0.5, 10, 256, 160, 1
0.171951, 0.905609, 0.1, 0.5, 10, 256, 160, 1
0.118462, 0.840962, 0.1, 0.5, 10, 256, 160, 1
0.314425, 0.63875, 0.1, 0.5, 10, 256, 160, 1
0.234462, 0.658792, 0.1, 0.5, 10, 256, 160, 1
0.358782, 0.607602, 0.1, 0.5, 10, 256, 160, 1
0.348766, 0.8186, 0.1, 0.5, 10, 256, 160, 1
0.292562, 0.852261, 0.1, 0.5, 10, 256, 160, 1
0.226734, 0.68984, 0.1, 0.5, 10, 256, 160, 1
0.303861, 0.853895, 0.1, 0.5, 10, 256, 160, 1
0.493998, 0.638537, 0.1, 0.5, 10, 256, 160, 1
0.394151, 0.762326, 0.1, 0.5, 10, 256, 160, 1
0.153373, 0.898171, 0.1, 0.5, 10, 256, 160, 1
0.468421, 0.602113, 0.1, 0.5, 10, 256, 160, 1
0.459802, 0.808593, 0.1, 0.5, 10, 256, 160, 1
0.139154, 0.861635, 0.1, 0.5, 10, 256, 160, 1
0.125112, 0.621749, 0.1, 0.5, 10, 256, 160, 1
0.18836, 0.87715, 0.1, 0.5, 10, 256, 160, 1
0.356302, 0.624613, 0.1, 0.5, 10, 256, 160, 1
0.147962, 0.992344, 0.1, 0.5, 10, 256, 160, 1
0.107877, 0.782734, 0.1, 0.5, 10, 256, 160, 1
0.364692, 0.89418, 0.1, 0.5, 10, 256, 160, 1
0.130166, 0.710751, 0.1, 0.5, 10, 256, 160, 1
0.117535, 0.738145, 0.1, 0.5, 10, 256, 160, 1
0.467833, 0.955167, 0.1, 0.5, 10, 256, 160, 1
0.30464, 0.610712, 0.1, 0.5, 10, 256, 160, 1
0.477927, 0.982559, 0.1, 0.5, 10, 256, 160, 1
