0.3252, 0.531, 0.1, 0.5, 10, 256, 160, 1
0.4697, 0.7161, 0.1, 0.5, 10, 256, 160, 1
0.4973, 0.7963, 0.1, 0.5, 10, 256, 160, 1
0.4242, 0.5205, 0.1, 0.5, 10, 256, 160, 1
0.4202, 0.732, 0.1, 0.5, 10, 256, 160, 1
0.4761, 0.5354, 0.1, 0.5, 10, 256, 160, 1
0.2536, 0.8347, 0.1, 0.5, 10, 256, 160, 1
0.2738, 1.039, 0.1, 0.5, 10, 256, 160, 1
0.3319, 1.0679, 0.1, 0.5, 10, 256, 160, 1
0.4883, 0.629, 0.1, 0.5, 10, 256, 160, 1
0.3919, 0.6831, 0.1, 0.5, 10, 256, 160, 1
0.2821, 0.7301, 0.1, 0.5, 10, 256, 160, 1
0.2073, 1.0698, 0.1, 0.5, 10, 256, 160, 1
0.2778, 1.0244, 0.1, 0.5, 10, 256, 160, 1
0.2503, 0.9066, 0.1, 0.5, 10, 256, 160, 1
0.3495, 0.8183, 0.1, 0.5, 10, 256, 160, 1
0.2352, 0.6758, 0.1, 0.5, 10, 256, 160, 1
0.2467, 0.8621, 0.1, 0.5, 10, 256, 160, 1
0.4314, 0.5992, 0.1, 0.5, 10, 256, 160, 1
0.2478, 0.9369, 0.1, 0.5, 10, 256, 160, 1
0.3936, 1.011, 0.1, 0.5, 10, 256, 160, 1
0.3345, 1.0415, 0.1, 0.5, 10, 256, 160, 1
0.2631, 0.7305, 0.1, 0.5, 10, 256, 160, 1
0.3713, 0.5121, 0.1, 0.5, 10, 256, 160, 1
0.3835, 1.093, 0.1, 0.5, 10, 256, 160, 1
0.3568, 0.6385, 0.1, 0.5, 10, 256, 160, 1
0.4165, 0.6736, 0.1, 0.5, 10, 256, 160, 1
0.2284, 0.5061, 0.1, 0.5, 10, 256, 160, 1
0.3763, 1.0132, 0.1, 0.5, 10, 256, 160, 1
0.4059, 0.5212, 0.1, 0.5, 10, 256, 160, 1
0.4904, 0.673, 0.1, 0.5, 10, 256, 160, 1
0.3103, 0.6582, 0.1, 0.5, 10, 256, 160, 1
0.3, 0.588, 0.1, 0.5, 10, 256, 160, 1
0.261, 0.7679, 0.1, 0.5, 10, 256, 160, 1
0.3864, 0.9769, 0.1, 0.5, 10, 256, 160, 1
0.3133, 1.0662, 0.1, 0.5, 10, 256, 160, 1
0.3947, 0.6874, 0.1, 0.5, 10, 256, 160, 1
0.4022, 0.5985, 0.1, 0.5, 10, 256, 160, 1
0.2419, 0.7229, 0.1, 0.5, 10, 256, 160, 1
0.3904, 0.9145, 0.1, 0.5, 10, 256, 160, 1
0.4802, 0.9509, 0.1, 0.5, 10, 256, 160, 1
0.2031, 0.5979, 0.1, 0.5, 10, 256, 160, 1
0.3104, 0.7752, 0.1, 0.5, 10, 256, 160, 1
0.3193, 0.8266, 0.1, 0.5, 10, 256, 160, 1
0.3114, 0.7996, 0.1, 0.5, 10, 256, 160, 1
0.4934, 0.5404, 0.1, 0.5, 10, 256, 160, 1
0.4969, 1.0605, 0.1, 0.5, 10, 256, 160, 1
0.4396, 0.6646, 0.1, 0.5, 10, 256, 160, 1
0.4166, 0.6146, 0.1, 0.5, 10, 256, 160, 1
0.2332, 0.823, 0.1, 0.5, 10, 256, 160, 1
0.4057, 0.9959, 0.1, 0.5, 10, 256, 160, 1
0.4873, 0.8182, 0.1, 0.5, 10, 256, 160, 1
0.3422, 0.9097, 0.1, 0.5, 10, 256, 160, 1
0.3352, 0.5828, 0.1, 0.5, 10, 256, 160, 1
0.4033, 0.6339, 0.1, 0.5, 10, 256, 160, 1
0.4742, 0.8391, 0.1, 0.5, 10, 256, 160, 1
0.333, 0.8251, 0.1, 0.5, 10, 256, 160, 1
0.4011, 0.6692, 0.1, 0.5, 10, 256, 160, 1
0.4337, 0.8896, 0.1, 0.5, 10, 256, 160, 1
0.4013, 0.6288, 0.1, 0.5, 10, 256, 160, 1
0.4147, 1.0724, 0.1, 0.5, 10, 256, 160, 1
0.2588, 0.6426, 0.1, 0.5, 10, 256, 160, 1
0.3433, 0.6677, 0.1, 0.5, 10, 256, 160, 1
0.4568, 1.0848, 0.1, 0.5, 10, 256, 160, 1
0.4767, 0.5697, 0.1, 0.5, 10, 256, 160, 1
0.3235, 0.5567, 0.1, 0.5, 10, 256, 160, 1
0.2259, 1.043, 0.1, 0.5, 10, 256, 160, 1
0.2777, 0.7031, 0.1, 0.5, 10, 256, 160, 1
0.3742, 0.5037, 0.1, 0.5, 10, 256, 160, 1
0.4545, 0.7987, 0.1, 0.5, 10, 256, 160, 1
0.2953, 1.0034, 0.1, 0.5, 10, 256, 160, 1
0.3158, 1.0605, 0.1, 0.5, 10, 256, 160, 1
0.2485, 0.5699, 0.1, 0.5, 10, 256, 160, 1
0.2254, 1.063, 0.1, 0.5, 10, 256, 160, 1
0.4192, 0.7487, 0.1, 0.5, 10, 256, 160, 1
0.4205, 0.736, 0.1, 0.5, 10, 256, 160, 1
0.449, 0.9125, 0.1, 0.5, 10, 256, 160, 1
0.2418, 0.6785, 0.1, 0.5, 10, 256, 160, 1
0.3792, 0.8635, 0.1, 0.5, 10, 256, 160, 1
0.2098, 0.5895, 0.1, 0.5, 10, 256, 160, 1
0.2654, 0.8769, 0.1, 0.5, 10, 256, 160, 1
0.4135, 0.9722, 0.1, 0.5, 10, 256, 160, 1
0.2955, 1.0126, 0.1, 0.5, 10, 256, 160, 1
0.3655, 0.9195, 0.1, 0.5, 10, 256, 160, 1
0.4215, 0.668, 0.1, 0.5, 10, 256, 160, 1
0.4237, 0.6673, 0.1, 0.5, 10, 256, 160, 1
0.4834, 0.6367, 0.1, 0.5, 10, 256, 160, 1
0.2006, 0.7563, 0.1, 0.5, 10, 256, 160, 1
0.4585, 0.8921, 0.1, 0.5, 10, 256, 160, 1
0.2205, 0.8208, 0.1, 0.5, 10, 256, 160, 1
0.3534, 0.7334, 0.1, 0.5, 10, 256, 160, 1
0.2328, 0.8236, 0.1, 0.5, 10, 256, 160, 1
0.4531, 0.8537, 0.1, 0.5, 10, 256, 160, 1
0.4708, 0.812, 0.1, 0.5, 10, 256, 160, 1
0.4467, 0.9801, 0.1, 0.5, 10, 256, 160, 1
0.3985, 0.9036, 0.1, 0.5, 10, 256, 160, 1
0.4697, 0.8269, 0.1, 0.5, 10, 256, 160, 1
0.2972, 0.5956, 0.1, 0.5, 10, 256, 160, 1
0.2583, 1.099, 0.1, 0.5, 10, 256, 160, 1
0.314, 0.5781, 0.1, 0.5, 10, 256, 160, 1
0.3094, 0.6707, 0.1, 0.5, 10, 256, 160, 1
0.3859, 0.5453, 0.1, 0.5, 10, 256, 160, 1
0.2014, 0.8444, 0.1, 0.5, 10, 256, 160, 1
0.3607, 0.6345, 0.1, 0.5, 10, 256, 160, 1
0.2834, 1.0846, 0.1, 0.5, 10, 256, 160, 1
0.2206, 0.5156, 0.1, 0.5, 10, 256, 160, 1
0.225, 0.9621, 0.1, 0.5, 10, 256, 160, 1
0.2284, 0.7216, 0.1, 0.5, 10, 256, 160, 1
0.3424, 0.9043, 0.1, 0.5, 10, 256, 160, 1
0.3836, 0.682, 0.1, 0.5, 10, 256, 160, 1
0.39, 0.8246, 0.1, 0.5, 10, 256, 160, 1
0.4228, 0.7893, 0.1, 0.5, 10, 256, 160, 1
0.4504, 0.7437, 0.1, 0.5, 10, 256, 160, 1
0.2772, 0.9046, 0.1, 0.5, 10, 256, 160, 1
0.2219, 0.7636, 0.1, 0.5, 10, 256, 160, 1
0.4838, 0.982, 0.1, 0.5, 10, 256, 160, 1
0.2454, 0.7815, 0.1, 0.5, 10, 256, 160, 1
0.2347, 0.5974, 0.1, 0.5, 10, 256, 160, 1
0.2577, 0.5471, 0.1, 0.5, 10, 256, 160, 1
0.2663, 0.8624, 0.1, 0.5, 10, 256, 160, 1
0.2977, 0.6629, 0.1, 0.5, 10, 256, 160, 1
0.4079, 0.8102, 0.1, 0.5, 10, 256, 160, 1
0.4898, 0.5821, 0.1, 0.5, 10, 256, 160, 1
0.3244, 0.9649, 0.1, 0.5, 10, 256, 160, 1
0.4423, 0.5039, 0.1, 0.5, 10, 256, 160, 1
0.4329, 0.6679, 0.1, 0.5, 10, 256, 160, 1
0.3815, 1.0841, 0.1, 0.5, 10, 256, 160, 1
0.4853, 1.0325, 0.1, 0.5, 10, 256, 160, 1
0.2698, 1.0218, 0.1, 0.5, 10, 256, 160, 1
0.2331, 0.5883, 0.1, 0.5, 10, 256, 160, 1
0.4424, 1.094, 0.1, 0.5, 10, 256, 160, 1
0.2003, 0.5479, 0.1, 0.5, 10, 256, 160, 1
0.3285, 0.9252, 0.1, 0.5, 10, 256, 160, 1
0.2257, 0.5316, 0.1, 0.5, 10, 256, 160, 1
0.3381, 0.6106, 0.1, 0.5, 10, 256, 160, 1
0.2006, 1.0115, 0.1, 0.5, 10, 256, 160, 1
0.2545, 0.9878, 0.1, 0.5, 10, 256, 160, 1
